age,sex,height_cm,weight_kg,bmi,avg_surplus,days,weight_change
41,Female,162.0,55.5,21.1,257,60,2.31
18,Female,153.0,64.2,27.4,-690,14,-1.12
26,Male,167.0,83.8,30.0,-141,7,0.05
33,Female,160.0,88.3,34.5,183,21,0.28
36,Female,153.0,77.5,33.1,-91,14,-0.33
35,Female,166.0,57.7,20.9,-228,90,-2.69
37,Female,159.0,48.6,19.2,-119,60,-0.72
58,Female,158.0,68.9,27.6,-133,90,-1.41
22,Female,157.0,58.1,23.6,306,90,3.4
33,Female,164.0,59.1,22.0,332,90,4.04
24,Male,172.0,77.5,26.2,478,30,1.64
32,Male,173.0,73.0,24.4,-792,14,-1.6
53,Male,184.0,83.1,24.5,-421,7,-0.34
17,Female,161.0,61.3,23.6,416,7,0.13
34,Male,191.0,81.7,22.4,63,14,-0.12
16,Male,195.0,63.9,16.8,-335,90,-3.98
68,Female,159.0,48.9,19.3,43,14,0.51
55,Male,174.0,102.7,33.9,-205,7,0.5
28,Female,153.0,70.6,30.2,432,90,4.65
26,Female,159.0,59.4,23.5,-63,21,-0.02
20,Male,172.0,72.8,24.6,-229,21,-0.66
41,Male,181.0,82.0,25.0,35,14,-0.03
57,Female,170.0,40.0,13.8,-615,90,-7.65
47,Female,160.0,50.7,19.8,256,21,1.07
64,Female,160.0,55.5,21.7,-596,90,-6.72
34,Female,168.0,71.2,25.2,-865,90,-10.32
30,Male,166.0,68.4,24.8,-824,21,-2.15
41,Female,172.0,67.1,22.7,-801,60,-6.44
26,Male,191.0,72.8,20.0,-749,7,-0.76
69,Male,170.0,64.5,22.3,-824,60,-5.9
25,Female,162.0,70.2,26.7,-448,90,-5.51
41,Male,172.0,78.0,26.4,542,14,1.55
44,Female,156.0,68.4,28.1,-747,7,-0.53
18,Female,169.0,53.6,18.8,114,7,0.0
41,Male,180.0,83.0,25.6,407,90,4.78
40,Female,162.0,62.4,23.8,314,14,0.39
29,Female,153.0,75.8,32.4,-357,21,-1.01
22,Male,172.0,84.8,28.7,-821,21,-2.22
17,Female,149.0,66.3,29.9,-347,14,-0.7
15,Male,161.0,88.7,34.2,2,7,-0.19
41,Female,158.0,69.5,27.8,237,21,0.59
20,Male,166.0,109.3,39.7,-688,90,-7.53
68,Female,175.0,58.1,19.0,-448,21,-1.62
28,Female,166.0,57.3,20.8,2,60,-0.29
51,Female,172.0,70.0,23.7,173,60,1.82
52,Male,179.0,96.2,30.0,-434,60,-3.27
42,Female,170.0,43.7,15.1,334,30,1.59
64,Male,180.0,86.0,26.5,303,21,0.83
21,Male,171.0,58.8,20.1,-360,14,-0.54
28,Female,156.0,63.2,26.0,-96,14,0.1
29,Female,167.0,72.3,25.9,-183,30,-0.62
22,Female,162.0,74.3,28.3,103,21,0.65
31,Male,172.0,46.2,15.6,-417,21,-1.26
32,Female,160.0,49.3,19.3,-406,21,-0.96
57,Female,158.0,56.1,22.5,-265,90,-2.89
31,Female,173.0,73.2,24.5,-577,30,-2.47
64,Male,164.0,71.6,26.6,-29,90,-0.33
58,Female,167.0,57.3,20.5,538,90,5.74
65,Female,166.0,54.0,19.6,-376,30,-1.51
20,Female,151.0,73.6,32.3,392,7,0.26
70,Male,171.0,74.1,25.3,-204,90,-2.49
49,Male,172.0,85.4,28.9,-652,21,-1.89
70,Male,181.0,83.5,25.5,-156,21,-0.26
34,Female,159.0,60.6,24.0,-151,21,-0.63
68,Male,185.0,82.0,24.0,-864,7,-0.2
47,Male,172.0,87.9,29.7,-181,30,-0.55
19,Female,178.0,68.7,21.7,-655,7,-0.77
37,Male,169.0,83.8,29.3,292,60,2.44
22,Female,165.0,51.4,18.9,-88,90,-0.81
67,Female,158.0,52.2,20.9,-444,21,-1.1
32,Male,171.0,85.3,29.2,-897,21,-2.69
27,Male,177.0,88.2,28.2,-43,60,0.19
45,Female,149.0,67.2,30.3,156,90,1.81
38,Male,175.0,88.9,29.0,-264,7,-0.56
20,Female,154.0,55.4,23.4,459,21,1.3
60,Male,184.0,84.5,25.0,-606,14,-1.17
62,Male,170.0,67.0,23.2,232,7,0.21
56,Male,164.0,72.2,26.8,-156,7,-0.49
49,Female,162.0,55.7,21.2,-429,30,-1.66
37,Male,156.0,100.3,41.2,-468,60,-3.49
45,Male,184.0,84.8,25.0,-225,30,-0.97
44,Male,173.0,64.3,21.5,-780,14,-1.31
24,Male,190.0,82.1,22.7,76,21,0.1
19,Male,161.0,95.4,36.8,-287,90,-3.08
29,Female,158.0,79.3,31.8,121,90,1.47
40,Female,160.0,82.9,32.4,-127,7,-0.33
23,Male,172.0,40.0,13.5,567,30,2.28
20,Female,161.0,68.2,26.3,-776,30,-3.3
62,Female,171.0,51.1,17.5,-161,21,-0.73
35,Female,179.0,58.9,18.4,-96,21,-0.26
47,Female,167.0,44.1,15.8,-526,60,-4.33
44,Male,183.0,94.7,28.3,109,90,1.06
56,Female,174.0,68.6,22.7,-357,14,-0.47
56,Female,164.0,72.5,27.0,246,90,2.91
31,Female,173.0,92.4,30.9,484,90,4.76
62,Male,187.0,98.7,28.2,381,7,0.4
35,Female,163.0,46.0,17.3,49,14,0.4
61,Female,164.0,63.3,23.5,177,21,-0.09
37,Female,149.0,61.0,27.5,397,30,2.06
21,Male,178.0,115.2,36.4,571,14,0.8
57,Male,173.0,78.9,26.4,186,21,0.02
16,Female,151.0,48.0,21.1,470,7,0.46
58,Male,175.0,69.7,22.8,549,7,0.75
17,Male,172.0,92.5,31.3,-636,21,-1.62
26,Female,162.0,84.9,32.4,-148,30,-0.45
48,Female,163.0,69.3,26.1,-364,21,-0.41
67,Male,169.0,76.5,26.8,525,21,1.5
37,Male,180.0,84.9,26.2,216,21,1.35
21,Male,174.0,94.1,31.1,429,30,1.79
28,Male,179.0,61.6,19.2,-376,60,-2.92
65,Male,171.0,87.9,30.1,365,30,1.37
55,Female,154.0,59.4,25.0,-779,7,-0.8
20,Female,161.0,80.8,31.2,509,7,0.47
36,Male,187.0,88.6,25.3,-555,21,-1.37
29,Male,182.0,71.1,21.5,-112,14,-0.3
24,Female,156.0,61.3,25.2,175,30,0.37
62,Male,173.0,105.4,35.2,214,60,1.9
49,Male,186.0,89.1,25.8,-582,14,-0.79
25,Male,172.0,77.7,26.3,-67,21,-0.51
51,Female,152.0,65.2,28.2,-104,14,-0.14
38,Male,190.0,64.0,17.7,265,21,1.06
18,Male,175.0,87.5,28.6,-419,21,-0.94
40,Female,157.0,77.0,31.2,246,7,0.02
25,Male,164.0,48.8,18.1,25,30,0.33
28,Male,179.0,87.5,27.3,238,14,0.44
64,Male,192.0,54.5,14.8,413,60,3.66
54,Female,158.0,40.0,16.0,-257,60,-2.47
22,Female,158.0,88.2,35.3,-252,14,-1.37
62,Female,156.0,65.1,26.8,295,90,3.21
47,Male,184.0,92.9,27.4,273,7,0.4
63,Male,169.0,83.3,29.2,415,30,1.55
56,Female,161.0,71.2,27.5,-74,60,-0.39
34,Female,162.0,52.6,20.0,55,30,0.49
44,Male,187.0,80.1,22.9,-812,30,-3.25
44,Female,171.0,57.3,19.6,-218,21,-0.71
55,Female,150.0,60.9,27.1,-531,7,-1.12
28,Female,167.0,57.8,20.7,380,60,2.6
33,Female,164.0,76.9,28.6,-717,90,-8.71
28,Male,172.0,87.7,29.6,268,60,2.22
31,Male,166.0,64.8,23.5,356,7,0.25
24,Male,161.0,47.0,18.1,-196,14,-0.51
17,Male,170.0,81.1,28.1,102,60,0.66
67,Female,166.0,50.7,18.4,-30,60,-0.5
19,Female,156.0,90.3,37.1,134,21,0.53
64,Female,158.0,78.0,31.2,129,14,0.24
15,Male,172.0,82.6,27.9,-521,21,-1.21
58,Female,160.0,79.5,31.1,133,7,-0.54
33,Male,169.0,64.7,22.7,453,7,0.54
43,Female,153.0,40.0,17.1,-434,7,-0.56
30,Male,190.0,74.2,20.6,-440,60,-3.5
42,Male,172.0,87.8,29.7,-461,7,-0.06
40,Male,178.0,84.2,26.6,468,30,1.72
44,Female,160.0,59.1,23.1,431,14,0.92
37,Male,187.0,80.1,22.9,-378,60,-3.2
45,Male,171.0,91.3,31.2,506,7,0.42
61,Male,183.0,60.4,18.0,242,90,2.63
39,Female,157.0,54.9,22.3,-297,7,-0.28
35,Male,180.0,98.1,30.3,338,90,3.65
22,Male,180.0,58.9,18.2,470,7,0.72
35,Male,171.0,95.3,32.6,403,7,0.13
22,Male,184.0,102.3,30.2,-194,7,-0.28
25,Female,151.0,77.2,33.9,-575,60,-4.18
68,Female,167.0,59.4,21.3,-650,21,-1.85
20,Male,172.0,93.5,31.6,341,21,0.62
41,Female,180.0,47.1,14.5,200,60,1.15
61,Male,171.0,42.7,14.6,163,14,0.01
68,Female,164.0,43.4,16.1,-832,30,-3.58
23,Male,166.0,85.1,30.9,548,14,0.86
24,Male,177.0,89.1,28.4,-730,7,-0.54
35,Male,175.0,64.8,21.2,-29,90,-0.13
46,Male,171.0,74.0,25.3,512,21,1.27
68,Female,173.0,70.3,23.5,-537,90,-6.78
26,Female,154.0,76.5,32.3,-124,21,-0.21
24,Female,165.0,79.7,29.3,361,90,4.22
29,Male,174.0,96.6,31.9,-501,14,-0.88
63,Female,161.0,52.1,20.1,-748,30,-2.54
16,Male,194.0,94.4,25.1,-179,21,-0.39
36,Female,171.0,72.0,24.6,293,90,3.46
21,Female,160.0,58.4,22.8,-33,21,-0.05
23,Male,184.0,85.6,25.3,-236,60,-1.65
66,Male,159.0,76.7,30.3,59,21,-0.07
15,Male,155.0,60.3,25.1,-823,21,-2.43
33,Female,164.0,70.2,26.1,-378,60,-3.0
66,Female,168.0,86.1,30.5,417,30,1.09
49,Male,173.0,81.7,27.3,-319,21,-0.88
19,Female,147.0,74.3,34.4,548,7,0.47
41,Female,167.0,66.1,23.7,-75,7,-0.09
69,Male,166.0,87.0,31.6,501,30,1.64
37,Female,160.0,44.7,17.5,40,7,0.46
44,Male,175.0,85.3,27.9,-272,30,-0.81
44,Female,151.0,53.8,23.6,482,90,5.61
51,Male,171.0,79.2,27.1,-495,60,-3.83
25,Female,152.0,78.2,33.8,-312,60,-1.87
62,Male,174.0,55.5,18.3,184,14,0.19
70,Male,189.0,53.9,15.1,412,30,1.46
22,Male,169.0,92.8,32.5,-610,14,-0.95
60,Female,156.0,51.2,21.0,590,90,7.02
60,Male,175.0,108.7,35.5,-254,7,-0.06
56,Female,169.0,54.9,19.2,-392,30,-1.29
35,Female,159.0,74.2,29.4,-708,21,-2.11
41,Female,154.0,60.0,25.3,-860,7,-1.15
61,Female,152.0,63.6,27.5,-64,14,-0.29
23,Female,164.0,74.7,27.8,7,60,0.19
61,Male,185.0,100.4,29.3,-760,30,-3.24
66,Female,170.0,78.5,27.2,456,7,-0.19
53,Male,190.0,101.8,28.2,-84,7,-0.04
34,Female,156.0,69.3,28.5,-820,30,-3.34
46,Male,165.0,76.9,28.2,362,30,0.94
17,Female,157.0,76.6,31.1,-605,21,-1.47
67,Female,162.0,45.8,17.5,110,7,-0.01
34,Male,167.0,75.0,26.9,114,7,0.52
18,Female,163.0,75.5,28.4,316,7,0.31
59,Male,193.0,98.9,26.6,315,7,0.46
51,Male,179.0,80.3,25.1,579,30,2.25
49,Female,150.0,55.8,24.8,-770,21,-2.27
18,Female,165.0,77.8,28.6,-353,14,-0.75
57,Male,187.0,47.7,13.6,-355,30,-1.2
50,Female,168.0,68.4,24.2,-336,60,-2.41
59,Female,166.0,48.6,17.6,-542,14,-1.53
61,Female,161.0,72.0,27.8,-549,30,-2.52
26,Female,169.0,51.1,17.9,548,7,0.27
26,Male,176.0,77.6,25.1,449,30,2.0
66,Male,163.0,69.8,26.3,124,21,-0.2
44,Female,160.0,62.8,24.5,-67,7,0.15
39,Female,165.0,79.9,29.3,-187,60,-1.35
31,Male,184.0,91.0,26.9,123,14,0.26
50,Female,174.0,58.8,19.4,394,60,2.94
57,Female,176.0,66.5,21.5,-261,21,-0.36
15,Female,168.0,66.5,23.6,-93,60,-0.7
45,Male,181.0,69.9,21.3,469,60,3.26
70,Male,168.0,83.8,29.7,467,21,0.89
30,Male,171.0,76.8,26.3,-555,60,-4.72
30,Female,160.0,66.5,26.0,-542,21,-1.19
64,Female,162.0,40.4,15.4,-594,30,-2.11
18,Male,161.0,84.8,32.7,-859,14,-1.17
37,Female,151.0,49.6,21.8,142,21,0.35
40,Female,170.0,81.5,28.2,-257,7,-0.6
59,Male,172.0,73.5,24.8,-853,21,-2.64
22,Male,173.0,81.7,27.3,-594,7,-0.76
39,Female,170.0,42.1,14.6,-102,21,-0.32
23,Female,164.0,48.2,17.9,354,90,4.86
59,Female,156.0,69.2,28.4,95,21,0.67
50,Female,163.0,73.7,27.7,-101,21,-0.41
42,Male,183.0,57.0,17.0,-621,90,-8.57
37,Female,160.0,77.5,30.3,-467,7,-0.68
23,Female,159.0,53.8,21.3,273,60,2.4
66,Male,164.0,62.4,23.2,261,30,1.09
51,Male,183.0,102.7,30.7,403,21,0.89
32,Female,156.0,57.5,23.6,-110,14,-0.3
38,Female,160.0,40.0,15.6,-491,30,-2.3
55,Female,158.0,64.7,25.9,-146,21,-0.75
55,Male,165.0,76.6,28.1,445,21,1.81
40,Male,167.0,73.8,26.5,-629,60,-4.45
31,Female,156.0,47.0,19.3,371,21,0.81
51,Female,170.0,56.0,19.4,593,60,4.13
51,Female,163.0,81.8,30.8,330,14,0.59
48,Female,178.0,69.1,21.8,89,60,0.65
19,Male,179.0,75.0,23.4,-286,30,-0.98
41,Female,161.0,71.3,27.5,383,90,4.7
49,Male,181.0,52.2,15.9,-659,21,-2.3
68,Female,160.0,90.5,35.4,240,14,0.8
44,Male,175.0,71.8,23.4,-298,21,-0.91
34,Female,160.0,50.8,19.8,-146,30,-0.42
46,Female,160.0,73.9,28.9,-205,21,-0.63
24,Female,151.0,57.1,25.0,-886,90,-10.15
20,Female,161.0,63.5,24.5,580,7,0.01
52,Female,148.0,70.2,32.0,100,14,0.37
70,Female,160.0,53.5,20.9,0,90,-0.27
62,Male,162.0,69.3,26.4,-749,60,-5.81
47,Male,168.0,99.3,35.2,268,7,0.56
17,Female,159.0,57.3,22.7,543,90,6.17
70,Female,161.0,78.6,30.3,322,21,0.48
40,Female,157.0,51.2,20.8,-526,30,-2.15
31,Female,162.0,51.1,19.5,-628,7,-0.68
64,Female,162.0,91.7,34.9,-349,7,-0.61
56,Female,156.0,43.6,17.9,-867,60,-7.4
56,Female,164.0,64.6,24.0,-73,14,-0.09
30,Female,164.0,90.9,33.8,-213,7,-0.06
70,Male,175.0,78.0,25.5,-146,60,-1.4
40,Female,179.0,83.9,26.2,585,14,0.82
44,Male,164.0,82.1,30.5,83,90,0.84
57,Female,160.0,64.9,25.4,-275,14,-0.57
51,Female,159.0,63.2,25.0,275,7,0.19
24,Female,155.0,40.0,16.6,-346,21,-1.2
31,Male,164.0,69.2,25.7,237,14,0.51
35,Female,157.0,68.3,27.7,500,30,1.71
68,Male,176.0,78.1,25.2,463,14,0.8
55,Female,158.0,99.5,39.9,-122,90,-1.37
35,Male,187.0,83.3,23.8,-195,21,-0.54
56,Male,171.0,84.0,28.7,-304,60,-2.02
56,Female,159.0,81.3,32.2,-99,60,-1.08
37,Female,168.0,72.6,25.7,505,90,5.3
37,Male,173.0,84.3,28.2,411,30,1.45
65,Male,174.0,117.1,38.7,10,14,-0.34
46,Male,168.0,78.7,27.9,-477,30,-2.68
23,Female,166.0,71.2,25.8,-335,21,-0.52
55,Male,171.0,67.1,22.9,-531,30,-1.91
48,Male,178.0,99.0,31.2,-621,14,-0.83
43,Male,176.0,67.4,21.8,-887,30,-3.53
55,Male,185.0,84.8,24.8,261,90,3.17
65,Male,191.0,74.0,20.3,208,60,1.49
33,Female,162.0,61.9,23.6,-632,90,-7.19
38,Female,157.0,90.8,36.8,132,7,0.16
25,Male,181.0,66.2,20.2,-652,30,-2.55
51,Female,156.0,64.2,26.4,-485,7,-0.43
37,Female,166.0,66.6,24.2,-512,14,-0.56
34,Male,183.0,85.0,25.4,-705,60,-5.45
54,Female,161.0,40.0,15.4,194,7,-0.1
37,Female,166.0,77.3,28.1,-837,21,-2.2
41,Female,152.0,95.7,41.4,-292,7,-0.11
39,Male,172.0,89.2,30.2,-168,14,-0.31
29,Male,180.0,86.3,26.6,-34,7,-0.04
22,Male,169.0,87.2,30.5,-610,21,-1.74
61,Male,173.0,105.8,35.4,-193,30,-0.65
20,Female,158.0,64.5,25.8,290,30,0.86
33,Female,152.0,68.7,29.7,-339,90,-4.02
52,Female,171.0,43.1,14.7,526,7,0.34
22,Female,160.0,57.6,22.5,-255,21,-0.48
51,Female,156.0,70.1,28.8,266,30,1.47
56,Male,177.0,73.7,23.5,-729,7,-1.0
52,Male,187.0,82.9,23.7,378,7,0.34
32,Male,165.0,56.8,20.9,-180,14,-0.4
16,Male,194.0,86.3,22.9,587,90,6.96
64,Female,163.0,73.2,27.6,151,30,0.62
33,Male,177.0,97.4,31.1,211,30,0.64
60,Male,186.0,85.7,24.8,-678,30,-2.61
26,Male,166.0,106.7,38.7,-49,60,-0.39
24,Female,170.0,63.6,22.0,207,30,1.17
58,Female,162.0,64.5,24.6,315,60,2.22
67,Male,160.0,66.0,25.8,-336,14,-0.53
63,Male,179.0,81.6,25.5,-54,60,-0.26
57,Male,179.0,77.5,24.2,-640,7,-0.45
28,Female,149.0,67.4,30.4,-251,21,-0.69
66,Male,162.0,64.1,24.4,-186,14,0.09
52,Female,168.0,79.1,28.0,-852,7,-1.37
24,Female,173.0,60.0,20.0,475,30,1.6
22,Female,153.0,75.9,32.4,65,90,0.83
63,Male,165.0,105.0,38.6,-626,7,-0.78
30,Male,166.0,66.3,24.1,447,90,5.0
57,Male,178.0,81.1,25.6,137,90,1.46
22,Female,164.0,40.8,15.2,140,90,1.62
30,Male,181.0,105.7,32.3,500,7,0.56
30,Male,170.0,53.3,18.4,-294,90,-3.56
30,Male,165.0,56.4,20.7,-367,21,-0.98
52,Female,161.0,43.5,16.8,25,30,0.41
66,Female,154.0,60.6,25.6,433,14,0.35
65,Male,173.0,92.3,30.8,320,30,1.15
56,Female,159.0,63.5,25.1,280,30,1.48
26,Female,159.0,60.7,24.0,247,60,2.15
68,Female,164.0,91.7,34.1,-848,21,-1.63
45,Female,161.0,50.0,19.3,-163,7,-0.31
45,Male,167.0,102.8,36.9,-367,30,-1.04
54,Female,155.0,79.3,33.0,-358,60,-2.63
58,Female,152.0,61.8,26.7,384,7,0.53
68,Female,160.0,64.5,25.2,-305,60,-1.96
47,Female,162.0,64.5,24.6,356,60,2.56
49,Female,153.0,67.5,28.8,462,30,1.28
56,Male,173.0,93.1,31.1,-217,90,-1.74
29,Female,163.0,59.0,22.2,-646,21,-1.65
32,Female,157.0,60.0,24.3,148,7,0.11
50,Male,162.0,83.6,31.9,395,30,1.34
18,Male,162.0,82.3,31.4,-291,30,-1.47
32,Female,158.0,40.0,16.0,-607,90,-7.75
55,Male,174.0,83.5,27.6,-119,14,-0.37
69,Female,162.0,57.6,21.9,572,7,0.54
44,Female,164.0,40.0,14.9,-124,60,-1.05
37,Female,161.0,60.1,23.2,-228,14,-1.27
39,Male,172.0,89.6,30.3,-240,14,-0.27
53,Male,176.0,88.8,28.7,200,60,1.61
45,Female,161.0,57.5,22.2,-389,14,-0.62
16,Female,165.0,74.3,27.3,194,60,1.47
45,Male,179.0,97.1,30.3,580,14,0.96
37,Male,169.0,84.6,29.6,259,30,1.05
54,Male,176.0,77.7,25.1,493,30,2.0
64,Female,164.0,89.2,33.2,284,30,1.14
68,Female,162.0,68.2,26.0,366,14,0.75
49,Male,170.0,99.2,34.3,-842,7,-0.17
35,Male,181.0,92.4,28.2,-371,30,-1.63
39,Male,175.0,64.7,21.1,-490,21,-1.43
24,Female,168.0,64.4,22.8,395,90,5.0
67,Male,185.0,42.2,12.3,-556,90,-7.2
62,Male,177.0,87.5,27.9,552,7,0.79
62,Male,173.0,94.6,31.6,148,21,0.4
33,Female,158.0,66.6,26.7,-714,21,-2.0
33,Male,174.0,88.1,29.1,125,21,0.58
62,Male,188.0,75.7,21.4,-386,60,-2.85
45,Female,165.0,65.6,24.1,-455,21,-1.66
54,Male,172.0,65.6,22.2,592,7,0.59
42,Male,171.0,75.5,25.8,291,21,0.53
39,Female,173.0,73.7,24.6,245,60,2.24
50,Female,161.0,81.1,31.3,-433,21,-0.57
60,Male,168.0,58.5,20.7,94,14,0.73
33,Male,184.0,75.0,22.2,-386,60,-2.92
60,Male,165.0,49.0,18.0,5,7,-0.13
28,Female,158.0,64.9,26.0,-302,21,-0.75
37,Female,166.0,66.3,24.1,14,7,-0.23
66,Female,164.0,54.6,20.3,217,30,1.58
68,Female,165.0,68.0,25.0,-427,90,-4.61
66,Male,172.0,78.0,26.4,-883,21,-2.31
32,Female,162.0,68.6,26.1,-755,90,-8.58
62,Female,161.0,79.9,30.8,460,90,4.69
67,Male,181.0,107.4,32.8,540,60,3.44
69,Female,169.0,50.6,17.7,138,14,-0.43
16,Female,163.0,55.4,20.9,-740,7,-0.66
56,Female,153.0,49.4,21.1,-20,7,-0.08
70,Female,163.0,68.0,25.6,-251,21,-0.52
57,Male,179.0,77.7,24.3,-544,21,-1.48
28,Male,191.0,115.6,31.7,-331,14,-0.43
57,Male,182.0,73.7,22.2,279,90,3.5
20,Female,162.0,53.9,20.5,595,60,4.32
41,Female,169.0,70.0,24.5,410,60,3.42
50,Male,170.0,40.0,13.8,-595,30,-2.66
40,Male,187.0,66.2,18.9,-148,30,-0.44
54,Male,175.0,113.7,37.1,-108,90,-0.84
28,Female,166.0,61.1,22.2,-462,21,-1.02
48,Male,169.0,102.6,35.9,-247,7,-0.17
51,Male,180.0,72.8,22.5,-329,14,-0.55
50,Male,173.0,42.6,14.2,-796,14,-1.34
31,Female,155.0,67.3,28.0,-276,90,-3.59
32,Male,179.0,84.0,26.2,-354,30,-1.61
29,Male,182.0,81.6,24.6,-441,21,-1.27
40,Male,158.0,77.8,31.2,21,7,-0.33
47,Male,174.0,70.0,23.1,168,60,1.23
35,Male,178.0,92.1,29.1,-830,30,-3.32
37,Female,157.0,63.3,25.7,-387,60,-2.99
31,Female,147.0,65.6,30.4,-854,7,-0.71
27,Female,158.0,64.5,25.8,332,30,1.54
51,Female,165.0,54.1,19.9,491,21,1.5
60,Female,167.0,80.5,28.9,-204,14,-0.39
31,Male,157.0,71.6,29.0,518,14,0.86
63,Female,172.0,66.8,22.6,44,14,0.07
46,Male,172.0,94.7,32.0,404,60,2.83
24,Male,168.0,93.3,33.1,522,7,1.0
35,Female,173.0,49.6,16.6,-19,90,-0.61
15,Male,185.0,56.4,16.5,-231,90,-3.16
17,Male,183.0,94.4,28.2,213,90,2.26
33,Male,174.0,91.6,30.3,-645,90,-6.72
40,Male,182.0,80.1,24.2,-455,14,-0.77
59,Female,159.0,77.0,30.5,-75,21,-0.35
22,Female,160.0,78.8,30.8,-598,7,-0.29
61,Male,169.0,91.0,31.9,-155,90,-1.52
28,Male,170.0,95.8,33.1,384,60,2.91
22,Female,153.0,76.9,32.9,274,7,0.49
54,Female,151.0,65.6,28.8,437,90,4.49
58,Male,167.0,96.6,34.6,391,7,0.52
48,Female,163.0,63.1,23.7,-402,60,-3.49
21,Male,182.0,104.7,31.6,169,7,0.19
21,Male,171.0,76.4,26.1,-342,60,-2.68
36,Male,178.0,72.2,22.8,558,90,6.51
40,Female,172.0,89.4,30.2,-635,90,-6.99
70,Male,165.0,72.2,26.5,-496,7,-0.12
31,Male,175.0,94.9,31.0,513,7,0.11
25,Male,174.0,91.3,30.2,-541,7,-0.27
67,Male,178.0,94.3,29.8,29,60,-0.22
23,Female,162.0,60.3,23.0,-463,14,-0.85
16,Male,164.0,71.2,26.5,-473,21,-0.91
38,Male,180.0,77.9,24.0,107,21,0.9
37,Female,163.0,40.8,15.4,293,21,0.47
49,Female,162.0,89.3,34.0,-551,21,-1.55
64,Male,174.0,93.0,30.7,575,21,1.25
67,Female,154.0,66.2,27.9,-768,14,-0.69
31,Female,162.0,50.3,19.2,-750,21,-2.06
69,Female,172.0,46.3,15.7,567,60,5.2
50,Female,177.0,62.1,19.8,-817,7,-0.66
18,Female,171.0,56.7,19.4,-428,90,-5.26
67,Male,183.0,101.2,30.2,-719,21,-2.35
22,Male,184.0,70.4,20.8,-567,14,-1.17
47,Male,176.0,73.2,23.6,-789,21,-1.52
59,Male,163.0,74.5,28.0,-362,90,-4.15
28,Female,157.0,63.2,25.6,-457,60,-3.31
30,Male,177.0,82.7,26.4,-663,60,-5.51
41,Male,166.0,66.6,24.2,178,14,0.24
64,Female,167.0,71.6,25.7,-847,90,-9.66
27,Female,164.0,50.1,18.6,-189,60,-1.73
52,Female,165.0,72.2,26.5,-442,7,-0.42
40,Male,176.0,65.4,21.1,76,21,-0.02
21,Male,162.0,81.7,31.1,-393,90,-3.95
54,Female,166.0,64.8,23.5,-191,30,-0.63
61,Male,175.0,78.7,25.7,317,30,1.44
47,Male,179.0,113.3,35.4,-684,21,-1.44
24,Female,174.0,62.1,20.5,-247,7,-0.28
23,Male,169.0,87.1,30.5,-57,90,-0.37
38,Female,162.0,53.0,20.2,205,60,1.45
43,Male,171.0,77.1,26.4,-95,14,-0.01
45,Female,160.0,49.9,19.5,204,14,-0.16
28,Female,159.0,62.7,24.8,294,30,0.97
43,Female,163.0,71.3,26.8,284,60,2.83
31,Male,172.0,69.2,23.4,23,7,0.17
53,Female,161.0,57.5,22.2,478,30,2.04
59,Female,156.0,71.0,29.2,-866,90,-10.37
51,Female,163.0,68.2,25.7,-152,21,-0.72
15,Male,171.0,100.4,34.3,303,7,0.19
70,Male,200.0,110.4,27.6,-744,7,-0.7
16,Male,178.0,80.6,25.4,328,7,0.7
70,Male,164.0,88.0,32.7,-842,90,-8.53
16,Female,163.0,72.6,27.3,280,21,0.79
43,Female,155.0,70.3,29.3,-620,7,-0.55
20,Female,167.0,58.7,21.0,101,90,1.35
20,Female,152.0,80.0,34.6,344,60,2.12
53,Female,169.0,56.7,19.9,322,7,-0.26
55,Male,188.0,75.2,21.3,-38,60,-0.08
21,Male,180.0,91.6,28.3,463,14,0.86
69,Female,163.0,79.7,30.0,-690,7,-1.04
32,Male,178.0,111.0,35.0,-546,7,-0.96
32,Male,171.0,70.3,24.0,-701,30,-2.51
31,Female,157.0,67.1,27.2,179,90,1.97
40,Female,161.0,68.4,26.4,438,90,5.22
24,Male,176.0,84.1,27.2,496,60,3.8
38,Male,189.0,81.4,22.8,-120,90,-1.41
26,Male,182.0,68.0,20.5,-702,14,-1.41
17,Female,160.0,57.0,22.3,-642,7,-0.6
35,Female,157.0,77.9,31.6,40,7,0.18
52,Female,154.0,81.2,34.2,446,14,0.65
57,Female,167.0,73.4,26.3,582,60,4.44
34,Male,174.0,83.3,27.5,181,7,0.32
33,Female,163.0,60.2,22.7,422,21,1.32
59,Male,172.0,90.0,30.4,-183,60,-1.62
53,Male,178.0,41.0,12.9,-606,90,-7.8
61,Female,154.0,76.2,32.1,-202,7,-0.32
65,Female,158.0,61.7,24.7,-751,14,-1.36
60,Male,180.0,95.5,29.5,109,7,0.53
67,Male,176.0,86.9,28.1,-406,7,-0.26
38,Male,164.0,87.0,32.3,-393,21,-0.41
37,Female,161.0,64.2,24.8,-896,14,-1.57
33,Female,168.0,91.0,32.2,600,90,6.27
28,Male,174.0,71.5,23.6,-259,21,-0.71
56,Male,172.0,51.0,17.2,277,14,0.6
55,Male,171.0,69.1,23.6,-121,21,-0.24
59,Male,187.0,56.0,16.0,62,60,0.24
24,Male,186.0,56.4,16.3,-198,21,-0.65
42,Male,179.0,79.7,24.9,131,7,-0.07
27,Male,174.0,86.0,28.4,-601,21,-1.4
65,Female,171.0,86.4,29.5,595,30,1.72
29,Female,168.0,66.7,23.6,-258,14,-0.43
